period,brand,category,channel,province,units_sold,list_price,std_cost,revenue_zar,gross_margin_zar,trade_spend_zar,net_revenue_zar,weighted_distribution,promo_flag,sku_grade
2024Q2,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Eastern Cape,11,47.12,27.56,518.32,215.16,23.83,494.49,90.6,0,B
2024Q2,Fanta,Carbonated Soft Drinks,Wholesale,Gauteng,18,54.28,32.31,977.04,395.46,53.37,923.67,51.6,1,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,29,53.59,32.61,1554.11,608.42,96.06,1458.05,93.1,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Eastern Cape,32,55.41,33.31,1773.12,707.2,205.79,1567.33,62.2,0,A
2024Q4,Schweppes,Mixers,Mass Retail,KwaZulu-Natal,15,62.24,36.44,933.6,387.0,42.86,890.74,72.7,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Mpumalanga,14,48.38,28.9,677.32,272.72,37.58,639.74,87.8,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Limpopo,9,51.99,26.61,467.91,228.42,36.12,431.79,45.5,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,49,52.36,31.44,2565.64,1025.08,277.17,2288.47,88.6,0,B
2024Q1,Cappy,Juices & Nectars,Mass Retail,Limpopo,5,66.52,35.79,332.6,153.65,22.2,310.4,56.3,0,C
2024Q3,Sprite,Carbonated Soft Drinks,Petrol & Travel,Gauteng,10,65.92,32.53,659.2,333.9,68.39,590.81,54.3,1,A
2024Q3,Cappy,Juices & Nectars,Mass Retail,North West,11,75.69,36.96,832.59,426.03,56.99,775.6,85.9,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,13,49.9,28.37,648.7,279.89,72.01,576.69,79.3,0,B
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,140,56.16,34.0,7862.4,3102.4,800.82,7061.58,93.2,0,B
2024Q1,Cappy,Juices & Nectars,Mass Retail,Western Cape,40,71.08,42.78,2843.2,1132.0,122.68,2720.52,79.9,0,A
2024Q4,Sprite,Carbonated Soft Drinks,Mass Retail,Gauteng,49,50.89,30.3,2493.61,1008.91,157.19,2336.42,66.5,0,B
2024Q3,Powerade,Sports Drinks,Convenience,Western Cape,21,67.55,33.36,1418.55,717.99,68.14,1350.41,58.9,1,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,Limpopo,48,58.6,34.4,2812.8,1161.6,128.24,2684.56,70.7,0,C
2024Q2,Powerplay,Energy Drinks,On-Trade,Gauteng,47,115.24,69.34,5416.28,2157.3,236.77,5179.51,83.2,0,C
2024Q2,Stoney,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,33,65.92,36.63,2175.36,966.57,96.02,2079.34,80.4,1,B
2024Q1,Powerplay,Energy Drinks,Wholesale,Gauteng,30,111.57,67.11,3347.1,1333.8,390.85,2956.25,95.0,0,B
2024Q2,Monster,Energy Drinks,On-Trade,Mpumalanga,25,116.35,58.32,2908.75,1450.75,265.11,2643.64,70.9,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Wholesale,Western Cape,56,59.78,35.92,3347.68,1336.16,297.06,3050.62,75.4,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,53,51.82,25.88,2746.46,1374.82,207.9,2538.56,79.8,0,B
2024Q4,Monster,Energy Drinks,Mass Retail,KwaZulu-Natal,15,102.17,52.38,1532.55,746.85,103.47,1429.08,91.2,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,20,46.31,22.91,926.2,468.0,104.03,822.17,66.6,0,B
2024Q2,Schweppes,Mixers,Wholesale,Northern Cape,73,55.25,28.5,4033.25,1952.75,185.9,3847.35,46.7,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Limpopo,21,44.32,26.35,930.72,377.37,55.7,875.02,61.4,0,D
2024Q4,Stoney,Carbonated Soft Drinks,Mass Retail,Gauteng,93,59.53,31.7,5536.29,2588.19,397.89,5138.4,53.9,0,B
2024Q4,Cappy,Juices & Nectars,Convenience,Western Cape,87,64.86,34.9,5642.82,2606.52,430.79,5212.03,89.0,1,B
2024Q4,Schweppes,Mixers,E-Commerce,Eastern Cape,18,52.51,31.0,945.18,387.18,65.99,879.19,64.0,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Limpopo,10,49.35,27.99,493.5,213.6,51.4,442.1,48.7,0,A
2024Q3,Bonaqua,Water,Mass Retail,Limpopo,33,38.65,19.94,1275.45,617.43,82.31,1193.14,69.8,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,42,52.65,30.14,2211.3,945.42,89.71,2121.59,59.1,0,A
2024Q4,Cappy,Juices & Nectars,Convenience,Western Cape,22,62.5,33.17,1375.0,645.26,90.92,1284.08,58.4,0,A
2024Q4,Cappy,Juices & Nectars,Mass Retail,Northern Cape,10,72.43,35.57,724.3,368.6,70.03,654.27,69.3,0,B
2024Q1,Cappy,Juices & Nectars,Mass Retail,Gauteng,72,66.26,36.99,4770.72,2107.44,543.2,4227.52,72.1,0,C
2024Q4,Schweppes,Mixers,Mass Retail,Mpumalanga,43,47.28,26.2,2033.04,906.44,193.11,1839.93,56.9,0,C
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,Northern Cape,57,54.41,29.79,3101.37,1403.34,370.1,2731.27,66.5,1,B
2024Q2,Stoney,Carbonated Soft Drinks,Mass Retail,Limpopo,21,62.39,36.18,1310.19,550.41,71.17,1239.02,45.9,1,B
2024Q2,Sprite,Carbonated Soft Drinks,Wholesale,Mpumalanga,16,54.21,27.52,867.36,427.04,87.75,779.61,85.8,0,B
2024Q1,Cappy,Juices & Nectars,Petrol & Travel,Limpopo,26,73.07,43.95,1899.82,757.12,155.93,1743.89,69.9,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,55,49.37,26.67,2715.35,1248.5,136.27,2579.08,51.3,1,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Eastern Cape,11,48.12,24.57,529.32,259.05,56.06,473.26,56.1,0,B
2024Q2,Schweppes,Mixers,Mass Retail,Gauteng,58,58.71,32.73,3405.18,1506.84,324.36,3080.82,77.8,0,A
2024Q2,Sprite,Carbonated Soft Drinks,Wholesale,Western Cape,42,60.53,34.41,2542.26,1097.04,289.18,2253.08,94.3,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,19,49.05,27.67,931.95,406.22,80.27,851.68,60.3,1,B
2024Q1,Sprite,Carbonated Soft Drinks,Convenience,Gauteng,82,57.73,34.1,4733.86,1937.66,461.9,4271.96,92.0,1,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Wholesale,Western Cape,40,48.45,28.83,1938.0,784.8,167.76,1770.24,96.0,0,B
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,Free State,25,56.05,27.75,1401.25,707.5,144.03,1257.22,55.5,1,A
2024Q4,Bonaqua,Water,On-Trade,Gauteng,56,38.19,18.59,2138.64,1097.6,134.32,2004.32,78.1,0,C
2024Q2,Schweppes,Mixers,Convenience,KwaZulu-Natal,15,65.13,31.95,976.95,497.7,85.87,891.08,79.0,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,8,49.83,26.35,398.64,187.84,32.52,366.12,94.6,0,B
2024Q4,Cappy,Juices & Nectars,Petrol & Travel,Gauteng,12,68.31,34.22,819.72,409.08,65.72,754.0,83.6,0,C
2024Q2,Sprite,Carbonated Soft Drinks,Convenience,Eastern Cape,26,54.49,29.09,1416.74,660.4,160.73,1256.01,73.9,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Limpopo,17,50.4,27.53,856.8,388.79,88.52,768.28,96.3,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Gauteng,49,48.2,28.24,2361.8,978.04,108.02,2253.78,90.1,0,B
2024Q3,Schweppes,Mixers,Mass Retail,Western Cape,262,51.94,30.12,13608.28,5716.84,1281.08,12327.2,45.9,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,49,49.32,26.71,2416.68,1107.89,202.13,2214.55,86.0,0,D
2024Q2,Fanta,Carbonated Soft Drinks,On-Trade,Eastern Cape,24,56.44,30.07,1354.56,632.88,90.27,1264.29,96.1,0,B
2024Q4,Sprite,Carbonated Soft Drinks,On-Trade,Gauteng,21,57.22,28.08,1201.62,611.94,77.69,1123.93,78.1,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,23,44.91,22.89,1032.93,506.46,45.5,987.43,72.4,0,D
2024Q1,Sprite,Carbonated Soft Drinks,Convenience,Limpopo,55,55.65,27.83,3060.75,1530.1,122.91,2937.84,49.1,0,C
2024Q3,Cappy,Juices & Nectars,Mass Retail,Eastern Cape,55,75.84,41.66,4171.2,1879.9,284.96,3886.24,61.4,0,A
2024Q4,Powerplay,Energy Drinks,Convenience,Western Cape,13,111.76,65.71,1452.88,598.65,124.98,1327.9,59.3,0,B
2024Q1,Fanta,Carbonated Soft Drinks,On-Trade,Gauteng,27,44.49,25.33,1201.23,517.32,68.44,1132.79,94.4,0,B
2024Q2,Cappy,Juices & Nectars,On-Trade,Gauteng,24,71.09,42.37,1706.16,689.28,119.87,1586.29,58.4,0,C
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Gauteng,39,55.29,30.72,2156.31,958.23,216.92,1939.39,45.4,0,A
2024Q1,Fanta,Carbonated Soft Drinks,E-Commerce,North West,65,52.88,26.55,3437.2,1711.45,252.69,3184.51,67.2,1,B
2024Q1,Fanta,Carbonated Soft Drinks,Convenience,Limpopo,97,49.04,25.6,4756.88,2273.68,354.89,4401.99,95.9,1,B
2024Q2,Cappy,Juices & Nectars,Mass Retail,Limpopo,111,69.9,41.0,7758.9,3207.9,754.75,7004.15,83.5,1,D
2024Q1,Cappy,Juices & Nectars,Convenience,Mpumalanga,108,67.82,33.45,7324.56,3711.96,300.04,7024.52,88.2,0,A
2024Q4,Cappy,Juices & Nectars,Mass Retail,Gauteng,55,66.17,38.86,3639.35,1502.05,427.36,3211.99,94.3,0,C
2024Q1,Bonaqua,Water,Mass Retail,Eastern Cape,61,44.16,26.21,2693.76,1094.95,277.5,2416.26,53.1,1,A
2024Q2,Bonaqua,Water,Mass Retail,Gauteng,61,38.53,22.87,2350.33,955.26,187.15,2163.18,75.8,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,26,51.51,28.2,1339.26,606.06,151.47,1187.79,86.9,0,A
2024Q4,Schweppes,Mixers,Mass Retail,Eastern Cape,38,54.69,32.64,2078.22,837.9,193.68,1884.54,67.5,1,C
2024Q4,Stoney,Carbonated Soft Drinks,Convenience,Western Cape,27,61.82,31.61,1669.14,815.67,175.72,1493.42,97.0,0,D
2024Q4,Schweppes,Mixers,On-Trade,Western Cape,10,62.07,29.97,620.7,321.0,34.35,586.35,76.0,1,B
2024Q4,Schweppes,Mixers,Mass Retail,Western Cape,29,58.08,32.12,1684.32,752.84,136.36,1547.96,77.0,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,29,56.38,32.59,1635.02,689.91,148.58,1486.44,51.2,0,A
2024Q3,Cappy,Juices & Nectars,Mass Retail,KwaZulu-Natal,69,67.49,40.72,4656.81,1847.13,242.51,4414.3,49.3,0,A
2024Q4,Bonaqua,Water,E-Commerce,North West,74,45.57,26.0,3372.18,1448.18,193.78,3178.4,57.0,0,C
2024Q2,Sprite,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,37,51.68,27.68,1912.16,888.0,121.4,1790.76,61.7,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,11,50.38,29.11,554.18,233.97,27.66,526.52,95.3,1,B
2024Q4,Sprite,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,53,56.52,28.23,2995.56,1499.37,162.08,2833.48,58.4,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,58,44.7,21.63,2592.6,1338.06,182.99,2409.61,58.1,0,A
2024Q1,Bonaqua,Water,Mass Retail,KwaZulu-Natal,33,41.5,22.39,1369.5,630.63,95.12,1274.38,86.6,1,A
2024Q1,Stoney,Carbonated Soft Drinks,Wholesale,Western Cape,30,62.12,32.55,1863.6,887.1,219.77,1643.83,94.6,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,13,45.41,22.81,590.33,293.8,48.33,542.0,84.5,1,C
2024Q2,Monster,Energy Drinks,Wholesale,KwaZulu-Natal,38,106.08,63.53,4031.04,1616.9,468.61,3562.43,85.7,1,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,39,46.97,26.2,1831.83,810.03,138.13,1693.7,97.2,1,C
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,12,52.16,28.89,625.92,279.24,64.08,561.84,58.1,0,B
2024Q4,Cappy,Juices & Nectars,Convenience,Northern Cape,10,68.87,37.16,688.7,317.1,70.2,618.5,88.5,1,D
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Free State,19,56.59,27.35,1075.21,555.56,90.2,985.01,56.9,1,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Wholesale,North West,32,59.36,35.11,1899.52,776.0,176.87,1722.65,83.7,0,C
2024Q2,Sprite,Carbonated Soft Drinks,Convenience,Eastern Cape,55,48.73,24.76,2680.15,1318.35,282.04,2398.11,72.7,1,B
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,Limpopo,50,50.65,24.89,2532.5,1288.0,123.45,2409.05,89.7,1,D
2024Q1,Fanta,Carbonated Soft Drinks,Mass Retail,Gauteng,30,48.72,26.57,1461.6,664.5,125.05,1336.55,71.9,0,C
2024Q4,Cappy,Juices & Nectars,On-Trade,Gauteng,16,66.6,40.88,1065.6,411.52,42.97,1022.63,86.1,1,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,10,49.54,25.35,495.4,241.9,39.3,456.1,54.1,0,B
2024Q2,Fanta,Carbonated Soft Drinks,On-Trade,Western Cape,10,45.72,24.9,457.2,208.2,38.13,419.07,52.5,0,C
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,North West,25,52.46,26.51,1311.5,648.75,132.25,1179.25,54.7,1,C
2024Q2,Powerplay,Energy Drinks,On-Trade,Gauteng,11,113.87,57.4,1252.57,621.17,148.46,1104.11,60.5,0,B
2024Q2,Sprite,Carbonated Soft Drinks,On-Trade,Gauteng,47,53.39,29.38,2509.33,1128.47,116.15,2393.18,83.9,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Eastern Cape,49,48.86,26.5,2394.14,1095.64,240.16,2153.98,82.8,1,B
2024Q1,Fanta,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,30,44.77,27.34,1343.1,522.9,90.48,1252.62,78.3,1,C
2024Q1,Cappy,Juices & Nectars,Mass Retail,Free State,60,75.21,43.63,4512.6,1894.8,507.09,4005.51,52.8,1,A
2024Q3,Schweppes,Mixers,Wholesale,Western Cape,71,61.7,35.52,4380.7,1858.78,254.94,4125.76,56.4,0,A
2024Q1,Fanta,Carbonated Soft Drinks,Wholesale,Eastern Cape,51,45.84,25.16,2337.84,1054.68,165.82,2172.02,60.9,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,328,53.6,32.85,17580.8,6806.0,1622.89,15957.91,95.8,1,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Western Cape,23,55.89,33.17,1285.47,522.56,139.41,1146.06,59.4,0,B
2024Q4,Cappy,Juices & Nectars,Mass Retail,Gauteng,22,68.37,40.05,1504.14,623.04,73.46,1430.68,93.5,1,B
2024Q3,Sprite,Carbonated Soft Drinks,Petrol & Travel,Eastern Cape,15,56.22,29.11,843.3,406.65,60.98,782.32,70.8,1,C
2024Q1,Powerplay,Energy Drinks,Petrol & Travel,Eastern Cape,29,121.8,67.4,3532.2,1577.6,200.14,3332.06,77.2,0,C
2024Q1,Bonaqua,Water,Mass Retail,Northern Cape,22,38.35,18.77,843.7,430.76,38.22,805.48,45.7,1,A
2024Q2,Sprite,Carbonated Soft Drinks,Convenience,Gauteng,13,60.42,31.9,785.46,370.76,39.71,745.75,75.5,0,A
2024Q4,Schweppes,Mixers,Convenience,Gauteng,83,61.22,34.4,5081.26,2226.06,315.47,4765.79,72.0,1,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,39,53.31,29.27,2079.09,937.56,243.75,1835.34,74.0,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,35,48.27,28.98,1689.45,675.15,184.72,1504.73,77.0,0,C
2024Q4,Sprite,Carbonated Soft Drinks,Mass Retail,Eastern Cape,88,58.5,31.45,5148.0,2380.4,402.06,4745.94,81.1,0,C
2024Q4,Sprite,Carbonated Soft Drinks,On-Trade,Gauteng,24,60.35,33.9,1448.4,634.8,162.9,1285.5,93.3,0,B
2024Q2,Monster,Energy Drinks,Mass Retail,Western Cape,57,103.51,51.15,5900.07,2984.52,657.95,5242.12,52.9,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Mpumalanga,96,54.24,30.22,5207.04,2305.92,233.09,4973.95,82.4,0,A
2024Q2,Stoney,Carbonated Soft Drinks,Convenience,Eastern Cape,121,62.99,34.88,7621.79,3401.31,774.36,6847.43,84.9,0,B
2024Q4,Sprite,Carbonated Soft Drinks,On-Trade,Gauteng,32,55.68,32.23,1781.76,750.4,184.99,1596.77,64.9,0,B
2024Q2,Fanta,Carbonated Soft Drinks,On-Trade,Gauteng,28,41.65,20.0,1166.2,606.2,130.53,1035.67,60.2,1,B
2024Q3,Sprite,Carbonated Soft Drinks,Wholesale,Northern Cape,21,59.0,33.75,1239.0,530.25,130.99,1108.01,87.0,0,A
2024Q1,Fanta,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,4,50.09,27.95,200.36,88.56,12.8,187.56,70.7,0,B
2024Q1,Fanta,Carbonated Soft Drinks,Mass Retail,Gauteng,51,45.57,26.17,2324.07,989.4,247.14,2076.93,91.4,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,24,52.65,26.08,1263.6,637.68,132.68,1130.92,57.3,0,B
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,Gauteng,25,48.48,28.53,1212.0,498.75,73.87,1138.13,68.8,1,D
2024Q1,Sprite,Carbonated Soft Drinks,E-Commerce,Gauteng,84,59.4,31.52,4989.6,2341.92,512.83,4476.77,57.7,0,D
2024Q4,Bonaqua,Water,Wholesale,Gauteng,26,39.8,20.57,1034.8,499.98,51.56,983.24,54.0,0,A
2024Q2,Bonaqua,Water,Convenience,Western Cape,65,39.8,20.19,2587.0,1274.65,304.6,2282.4,87.9,0,B
2024Q3,Bonaqua,Water,Mass Retail,North West,34,40.69,24.02,1383.46,566.78,103.79,1279.67,72.1,0,C
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,23,54.84,32.18,1261.32,521.18,108.29,1153.03,88.2,1,B
2024Q1,Monster,Energy Drinks,Mass Retail,Western Cape,11,117.0,70.96,1287.0,506.44,62.8,1224.2,89.7,1,C
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,81,48.78,24.31,3951.18,1982.07,296.28,3654.9,55.8,0,B
2024Q4,Fanta,Carbonated Soft Drinks,On-Trade,Western Cape,29,48.4,27.51,1403.6,605.81,158.67,1244.93,91.0,0,B
2024Q1,Powerplay,Energy Drinks,Mass Retail,Western Cape,39,109.86,57.52,4284.54,2041.26,483.9,3800.64,66.3,0,B
2024Q1,Schweppes,Mixers,E-Commerce,KwaZulu-Natal,8,49.04,27.29,392.32,174.0,26.86,365.46,87.0,0,A
2024Q1,Cappy,Juices & Nectars,Mass Retail,KwaZulu-Natal,14,70.85,43.63,991.9,381.08,92.06,899.84,55.5,0,B
2024Q2,Sprite,Carbonated Soft Drinks,On-Trade,Western Cape,262,61.27,31.03,16052.74,7922.88,1089.5,14963.24,95.1,0,B
2024Q3,Bonaqua,Water,Convenience,KwaZulu-Natal,77,36.61,18.76,2818.97,1374.45,236.82,2582.15,65.5,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,155,45.59,27.91,7066.45,2740.4,841.89,6224.56,50.4,0,C
2024Q1,Schweppes,Mixers,Mass Retail,Gauteng,99,49.52,26.37,4902.48,2291.85,353.42,4549.06,53.4,0,A
2024Q2,Bonaqua,Water,On-Trade,Gauteng,11,41.04,22.81,451.44,200.53,53.2,398.24,82.9,0,C
2024Q4,Cappy,Juices & Nectars,Wholesale,KwaZulu-Natal,37,71.17,35.51,2633.29,1319.42,220.67,2412.62,54.6,0,A
2024Q4,Stoney,Carbonated Soft Drinks,On-Trade,Western Cape,30,61.12,33.06,1833.6,841.8,135.17,1698.43,60.1,0,D
2024Q3,Cappy,Juices & Nectars,Mass Retail,Gauteng,20,67.75,40.48,1355.0,545.4,74.48,1280.52,96.9,0,B
2024Q3,Cappy,Juices & Nectars,Mass Retail,KwaZulu-Natal,18,67.9,35.87,1222.2,576.54,127.34,1094.86,70.3,0,B
2024Q4,Bonaqua,Water,Petrol & Travel,Western Cape,59,40.81,25.2,2407.79,920.99,183.74,2224.05,75.0,0,C
2024Q4,Bonaqua,Water,Mass Retail,Eastern Cape,48,39.2,22.06,1881.6,822.72,184.47,1697.13,49.2,0,C
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,North West,72,52.68,29.04,3792.96,1702.08,235.05,3557.91,95.5,0,B
2024Q4,Stoney,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,85,67.26,38.76,5717.1,2422.5,246.21,5470.89,60.5,0,B
2024Q3,Powerplay,Energy Drinks,Mass Retail,Eastern Cape,50,107.73,54.93,5386.5,2640.0,645.27,4741.23,82.0,0,B
2024Q3,Cappy,Juices & Nectars,On-Trade,Limpopo,63,65.76,36.59,4142.88,1837.71,391.4,3751.48,50.0,0,C
2024Q4,Bonaqua,Water,On-Trade,Limpopo,30,40.76,23.77,1222.8,509.7,51.4,1171.4,94.1,0,A
2024Q2,Powerade,Sports Drinks,E-Commerce,Western Cape,17,65.85,37.68,1119.45,478.89,47.45,1072.0,70.6,1,A
2024Q4,Monster,Energy Drinks,E-Commerce,Western Cape,24,110.95,54.06,2662.8,1365.36,109.92,2552.88,77.8,0,A
2024Q4,Fanta,Carbonated Soft Drinks,On-Trade,Gauteng,56,45.1,27.23,2525.6,1000.72,157.06,2368.54,89.1,0,C
2024Q3,Schweppes,Mixers,Mass Retail,Free State,30,55.67,30.68,1670.1,749.7,164.56,1505.54,60.2,0,B
2024Q3,Monster,Energy Drinks,On-Trade,Northern Cape,14,124.25,61.33,1739.5,880.88,94.82,1644.68,70.8,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Eastern Cape,61,55.81,28.36,3404.41,1674.45,298.21,3106.2,46.1,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Gauteng,21,57.9,34.57,1215.9,489.93,143.59,1072.31,77.2,1,B
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Free State,86,57.06,32.42,4907.16,2119.04,504.88,4402.28,87.4,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Wholesale,Eastern Cape,54,50.42,28.82,2722.68,1166.4,172.01,2550.67,97.3,0,B
2024Q4,Stoney,Carbonated Soft Drinks,Convenience,Mpumalanga,83,60.87,31.45,5052.21,2441.86,370.24,4681.97,54.8,0,D
2024Q3,Monster,Energy Drinks,On-Trade,Gauteng,10,110.95,63.71,1109.5,472.4,54.84,1054.66,48.3,0,C
2024Q1,Powerade,Sports Drinks,Mass Retail,KwaZulu-Natal,8,62.83,32.43,502.64,243.2,33.73,468.91,53.7,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,29,53.02,30.53,1537.58,652.21,78.94,1458.64,63.8,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,30,54.88,31.65,1646.4,696.9,145.21,1501.19,52.5,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,24,51.49,26.88,1235.76,590.64,82.61,1153.15,49.9,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,88,45.94,22.09,4042.72,2098.8,479.32,3563.4,54.0,0,C
2024Q3,Cappy,Juices & Nectars,On-Trade,Free State,17,69.74,34.57,1185.58,597.89,61.89,1123.69,58.1,1,A
2024Q2,Cappy,Juices & Nectars,On-Trade,Gauteng,17,76.41,42.43,1298.97,577.66,56.88,1242.09,90.6,1,A
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Northern Cape,20,54.48,27.19,1089.6,545.8,101.62,987.98,81.7,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,53,52.31,28.82,2772.43,1244.97,210.57,2561.86,58.1,1,C
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,7,57.56,31.85,402.92,179.97,22.76,380.16,89.4,0,C
2024Q3,Fanta,Carbonated Soft Drinks,Convenience,Western Cape,68,48.17,29.01,3275.56,1302.88,392.04,2883.52,63.2,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,53,46.59,26.96,2469.27,1040.39,245.17,2224.1,56.0,0,D
2024Q2,Cappy,Juices & Nectars,E-Commerce,KwaZulu-Natal,10,64.77,36.01,647.7,287.6,70.64,577.06,96.3,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Mpumalanga,9,47.34,23.48,426.06,214.74,47.11,378.95,77.6,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,12,44.67,23.43,536.04,254.88,40.24,495.8,77.3,0,D
2024Q1,Sprite,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,9,54.55,33.4,490.95,190.35,48.51,442.44,78.9,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,29,51.41,27.7,1490.89,687.59,78.41,1412.48,90.3,0,C
2024Q4,Schweppes,Mixers,E-Commerce,Western Cape,20,56.47,31.78,1129.4,493.8,55.7,1073.7,84.4,0,C
2024Q3,Cappy,Juices & Nectars,E-Commerce,Eastern Cape,12,67.65,39.92,811.8,332.76,52.46,759.34,56.8,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,27,53.93,32.72,1456.11,572.67,64.49,1391.62,49.4,0,B
2024Q1,Cappy,Juices & Nectars,Convenience,Gauteng,20,61.58,30.73,1231.6,617.0,82.0,1149.6,59.9,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,36,52.25,30.38,1881.0,787.32,179.8,1701.2,81.8,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,14,47.57,27.77,665.98,277.2,38.82,627.16,93.3,0,B
2024Q3,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,73,52.15,27.31,3806.95,1813.32,445.65,3361.3,97.1,0,C
